Ticker,w_MV_allow,w_CVaR_allow,w_MV_long,w_CVaR_long
AMP,-0.11413259834539523,-0.09592118580626512,0.0,0.0
AME,-0.07343920104298823,-0.14634842051088062,0.0,0.0
AMGN,-0.026959317294250877,-0.03014322852563122,2.3682446924117816e-19,0.0
APH,0.028014259885967684,0.0516736602605842,1.8739529917447844e-18,0.0
ADI,0.0318257190591624,0.11497071289747857,0.0,0.0
AON,-0.0059508184429774924,-0.04654239113818604,4.589035002238905e-19,0.0
APA,-0.08140225612533125,-0.1436583183073871,0.0,0.0
APO,0.017091150822527497,0.0773651382848156,0.0,0.0
AAPL,0.04738209868860223,0.12284080995242759,0.0,0.0
AMAT,-0.002317831151509359,-0.003420768623199604,0.0,0.0
APP,-0.011817483785113913,-0.012083010551036494,6.877699969247259e-20,0.0
APTV,0.025519114937023468,0.0466841829522118,0.0,0.0
ACGL,-0.011203259142285827,-0.04487005859350529,4.703834010866652e-19,0.0
ADM,-0.022727926361368944,-0.001732634799384483,3.701160027500252e-20,0.0
ANET,-0.028131842626520756,-0.05224776122908148,0.0059315928299697954,0.0
AJG,0.037235993959599305,0.07909249468219456,5.039925390160337e-19,0.0
AIZ,0.010841216061439085,-0.029254680863444373,0.0,0.0
T,-0.034060004830332474,-0.05629668692424825,0.009305805400787393,0.0
ATO,0.01204846484112202,0.02721057056315651,3.8768504296269386e-19,0.0
ADSK,0.009856732066451343,0.0470948954868556,0.0,0.0
ADP,0.04686141367840948,-0.03530351541458398,0.0,0.0
AZO,0.03329473054222288,-0.003724528356081015,0.0,0.0
AVB,-0.008586872191558818,-0.05119528943395798,1.0060621686027903e-19,0.0
AVY,0.07084797374646239,0.11942417221457877,0.0,0.0
AXON,0.03872137388375771,0.053284983477448256,0.010393013202438784,0.008355338872828461
BKR,0.03457006165192834,0.04570640744763937,0.0,0.0
BALL,0.02593289916262291,0.058416742439929184,8.233886900746672e-20,0.0
BAC,-0.027087660129222618,-0.026552372066136583,0.0,0.0
BAX,0.002259965514250176,-0.017662618414785305,0.0,0.0
BDX,-0.011082907925847403,-0.020220415728393528,1.1751084382615775e-19,0.0
BBY,0.04275065874182033,0.03332472629679762,0.0,0.0
TECH,0.0012939421590641613,0.0018249060181765415,0.0,0.0
BIIB,-0.02413569181254063,-0.005924600784566058,2.831048724014567e-20,0.0
BLK,-0.00799373091184079,-0.026411110628543413,2.0609485851259355e-19,0.0
BX,-0.03419428461518161,-0.04926350065545164,9.608876726543312e-21,0.0
XYZ,-0.020736146328081132,0.0025433076754007647,8.415059330552604e-20,0.0
BK,0.09134983727734379,0.15021711357021014,3.546684698337538e-19,0.0
BA,0.0005520748711767339,0.014726638886373978,0.0,0.0
BKNG,0.040487766622073894,0.10986393613449084,1.874503339929553e-18,0.0
BSX,0.006852365666960654,-0.004520378331404719,7.921047163293356e-19,0.0
BMY,0.013091723752623925,-0.011318654569903136,1.3482934274145322e-19,0.0
AVGO,0.020928342884673344,0.031575308591431414,0.005345512955428229,0.0
BR,-0.028675791290613564,-0.018563026645604542,0.0,0.0
BRO,-0.07435919505271114,-0.11524221570460294,1.4811709561516648e-19,0.0
BLDR,-0.00042271663056570085,-0.01238694198667407,5.3436638404398275e-20,0.0
BG,0.05179677601363312,0.06447473699858669,0.0,0.0
BXP,0.04082744124173115,0.05025560468525178,4.767590300980194e-20,0.0
CHRW,0.027274037676028588,0.024647110542490306,0.004968953495608057,0.0
CDNS,-0.022127863414765036,-0.020929334597982244,3.9643910995944283e-20,0.0
CPT,-0.021193792497606504,0.006339832992673406,1.2833367779730774e-19,0.0
CPB,-0.01425291895558873,-0.008661356278291087,2.738961694741645e-18,0.0
COF,-0.007763482304648497,-0.0474267176988489,0.0,0.0
CAH,-0.05132045305483428,-0.09404068218196163,0.0,0.0
CCL,0.030827407954262417,0.006438371371861216,2.0114736561361463e-20,0.0
CARR,0.04602739940292959,0.006986197977929855,0.0,0.0
CAT,-0.00646738443757622,-0.008682170321043807,0.0,0.0
CBOE,0.053761831557150704,0.0719798979381742,0.06792268132456929,0.004033132396390187
CBRE,0.04960207072095383,0.035320522592807754,9.402752242183624e-20,0.0
CDW,0.003662059975873624,-0.027790372191686633,3.704774790392083e-20,0.0
COR,0.01692330044381133,0.021739628316879853,0.08570759410760755,0.04155405647090119
CNC,0.042718448088065554,0.07097574094016111,1.619873454965956e-19,0.018398898555540947
CNP,-0.023957705975457384,-0.06698597051428089,3.5969338186800905e-19,0.0
CF,0.0065391324200273345,0.026245876956952033,0.0,0.0
CRL,-0.012342901582401491,-0.004827220534376824,8.143252830148975e-20,0.0
SCHW,0.010869791421478384,0.016579330949524962,5.487487752468958e-20,0.0
CHTR,-0.01527189362004795,-0.023329047538463096,1.499152247473795e-19,0.0
CVX,0.10179560670138,0.061447523827430815,0.009412408643146132,0.0
CMG,0.01881795627863331,-0.022822629186661784,1.1288060033012274e-19,0.0
CB,0.01816751842493854,0.05927694478803134,0.0,0.0
CHD,0.025157749595808056,0.02425358944999292,0.0036398856969485113,0.0
CI,-0.013094324896727292,0.013153755473961462,0.0,0.003321915018823583
CINF,-0.022009981182199094,0.023375236616699685,0.0,0.0
