Ticker,w_MV_allow,w_CVaR_allow,w_MV_long,w_CVaR_long
RSG,0.09827324461100252,-0.002835275051150143,0.0,0.0
RMD,-0.0031181431954999976,9.080641345248737e-05,1.9108012904142295e-20,0.0
RVTY,0.01724660541550415,0.0408983405247373,5.2793005760317436e-20,0.0
HOOD,0.01632178678371815,0.0019964408991106617,0.0,0.0
ROK,-0.0023720048701396873,-0.015350065316186838,0.0,0.0
ROL,0.0025593141411069205,-0.0017077054365124058,3.4044785269137887e-19,0.0
ROP,-0.004937050762986165,0.02150937383909421,0.0,0.0
ROST,-0.039757881347330125,-0.002996844178480923,0.0,0.0
RCL,-0.024980987269933072,-0.05135939964047402,0.0,0.0
SPGI,-0.015082390713656108,0.011401379071256617,5.057945671815611e-20,0.0
CRM,-0.03321561394597502,-0.0391319911210408,0.0,0.0
SBAC,-0.032525127786899234,-0.04111834234524656,2.1664393763089296e-20,0.0
SLB,0.02224698153583001,-0.000968063788717248,2.1648625028270545e-20,0.0
STX,6.920988622194315e-06,0.007708848218845986,0.0024329074542692158,0.007567510145968422
SRE,-0.03995038546372972,0.01628455174055552,0.0,0.0
NOW,0.03885867819564343,-0.0047034645845021456,9.748744266602061e-20,0.0
SHW,-0.07206993730861011,-0.04466908634702283,0.0,0.0
SPG,-0.01828252136135117,-0.04191803248374542,1.1969067969436836e-20,0.0
SWKS,-0.023754275656008322,-0.006302939059956124,1.0453883493392631e-19,0.0
SJM,-0.009270877616157053,-0.03429038807203335,4.0563993596120546e-19,0.0
SW,0.03469042696304532,0.033191660956987036,0.020149561583648737,0.019047247730291306
SNA,0.006187772388097479,-0.020712602822408253,0.0,0.0
SO,-0.07854728257330262,-0.11809957451106581,0.0,0.0
LUV,-0.009883248838095812,0.002483335203624204,4.9656480977430295e-20,0.0
SWK,-0.007913510292937324,0.010823812976922132,1.540508732250659e-20,0.0
SBUX,0.028255963282021835,0.012988751286941956,7.836501614240834e-20,0.0
STT,0.006986357320008243,0.04135435524078411,0.0,0.0
STLD,0.009167653096930304,-0.007230735883708685,0.0,0.0
STE,-0.014983664672571341,-0.024678724042224612,0.0,0.0
SYK,-0.02527652987401304,0.026133680016164864,0.0,0.0
SMCI,0.007195155261344058,0.012082995917765479,0.007797244612962357,0.006754754293390066
SYF,0.03221387026016624,0.01851571940555648,0.0,0.0
SNPS,0.01602885282183601,-0.007511870071960526,0.0,0.0
SYY,-0.0003510203035156153,-0.004728270247347202,8.944229893854017e-20,0.0
TMUS,0.014337691097956178,0.030405383634265877,2.1319650667241684e-18,0.0
TROW,-0.046700987712838246,-0.11806746508607896,0.0,0.0
TTWO,-0.0018399758756079856,-0.04611925749745926,0.008073052432409855,0.0
TPR,-0.010912745992613385,-0.009514939853785445,5.329605896284775e-21,0.005456580914552956
TRGP,0.035640935905650976,0.023103419679655145,0.0,0.0
TGT,-0.008265412893179514,-0.009847567010178648,0.0,0.0
TEL,0.021776485177577156,-4.968918176192362e-05,1.2104476783512421e-19,0.0
TDY,0.043404598514969604,0.05682982264978943,1.1516058493202702e-19,0.0
TER,-0.012980688363542596,-0.054118916095222694,0.0,0.0
TSLA,-0.0016426573564566355,-0.007339855187341768,0.0,0.0
TXN,0.03229986672405803,0.010073617701901736,0.0,0.0
TPL,0.0006080140390186514,0.0020090320102546344,1.2144464341701236e-20,0.0
TXT,0.004612708559302184,-0.04836181817884403,0.0,0.0
TMO,0.005570242115924012,-0.0383695763333745,8.26353812414505e-21,0.0
TJX,0.0012094767118904302,-0.01531313744812715,0.0051032950010576564,0.0
TKO,0.02878038797804604,0.025247797128627646,0.0022418483931270126,0.0
TTD,-0.004290363337343586,0.017838145960752925,1.303987387380082e-20,0.0
TSCO,-0.050582166627578744,-0.11548040840968891,0.0,0.0
TT,-0.06280438971069364,-0.018665917112168,9.942713232390562e-20,0.0
TDG,-0.025108897738582783,-0.04233764465699739,3.0810741659844685e-19,0.0
TRV,-0.02085914596622694,-0.06392653577776142,1.4973872487902428e-19,0.0
TRMB,-0.054418472206758384,-0.06669084149960176,1.063896555925934e-21,0.0
TFC,-0.01566261864108387,-0.03677352210380421,7.084110406310461e-21,0.0
TYL,-0.06198161582527435,-0.06328771617192226,0.0,0.0
TSN,0.003000629514259437,0.023058834296108274,0.0,0.0
USB,-0.05962096852081262,-0.07723503433741338,0.0,0.0
UBER,0.024989104987918037,0.023269978742517124,0.0,0.0
UDR,-0.024895052684103698,-0.00024283155942840244,1.8042979156977905e-20,0.0
ULTA,0.0024655972104188724,0.005159507245227137,0.00740342439691949,0.013967936764923868
UNP,0.06581203471594282,0.08350509179437443,5.528940354416893e-20,0.0
UAL,0.01886390623921918,0.0177508794974087,0.0,0.0
UPS,0.007940165262282558,-0.0010090221163580639,0.0,0.0
URI,-0.06260074911241537,-0.011989336411156635,2.9398946821427663e-20,0.0
UNH,0.03289495195155983,0.06927576518001133,0.012025233807176683,0.025382237129230375
UHS,-0.01511873992651747,-0.01465198572660297,0.0,0.0
VLO,-0.006203589798300526,-0.012246480590974228,9.107212361890413e-20,0.004581444875016123
VTR,-0.01636108014679137,-0.012755375832343076,3.79041834277245e-19,0.0
VRSN,0.010097920176742567,0.006167730644995581,0.0,0.0
VRSK,-0.005374532883288041,-0.052929788143239155,1.9778248653868265e-19,0.0
VZ,0.022611895743704348,0.010035553333416634,0.009520907342055782,0.0
VRTX,-0.0029843021860656454,-0.003930149876291476,0.0,0.0
VTRS,-0.013784877518455925,0.0006766722553207976,0.0,0.0
VICI,-0.01748732203793378,0.017339332099994175,0.0,0.0
V,0.10830968198826058,0.16803931779996356,2.3834561190892293e-19,0.0
VST,0.015143555471547785,0.024343781528068265,0.0013651895378414848,0.016767806851406813
VMC,0.061012946627518494,0.02377882574043873,0.0,0.0
WRB,-0.004442587113604821,-0.018742284639027627,5.608098439147971e-19,0.0
GWW,-0.015374257729013605,0.01516385865530982,5.302574785090945e-20,0.0
WAB,0.012188469058218075,0.03179825578087203,0.0,0.0
WMT,-0.0035021129971933777,0.003360677048173341,0.0005823003258019075,0.0033543105102379054
DIS,0.01424880808840875,0.05382250756989189,0.0,0.0
WBD,-0.024824164664367588,-0.027898343110977736,0.0,0.0
WM,-0.07199366865728785,-0.00815176791125535,0.0,0.0
WAT,-0.021823783469818912,-0.05505581907932283,0.0,0.0
WEC,0.004667330942233032,-0.06381167204221992,5.2810292025158663e-20,0.0
WFC,0.030758880139451873,-0.012515564308155976,0.0,0.0
WELL,0.043437226245238166,0.08046455652643196,2.317904599057884e-19,0.0
WST,-0.004100587912337845,-0.0032408457818160746,0.0,0.0
WDC,0.0037939826210006784,0.004069659030001071,7.560958108152489e-20,0.0
WY,0.012380575441550882,0.049672138608576465,1.4869208417275655e-20,0.0
WSM,-0.005043335041567137,-0.003316473398661657,3.2294624167439685e-21,0.0
WMB,0.032588672571113586,0.08391511995006415,2.289478253599591e-19,0.0
WTW,0.04346936223662346,0.11940412803095722,0.0,0.0
WDAY,-0.01826152811816117,-0.012417464714179122,0.0,0.0
WYNN,0.014847900429262727,0.0313894499827341,0.0,0.0
XEL,-0.02403692694767229,-0.03387169196308032,2.1735912101973703e-19,0.0
XYL,-0.04699474734186941,-0.058178858667593904,2.7077339743849887e-20,0.0
YUM,0.001488003509193266,0.03909816185263422,2.2536682178393807e-18,0.0
ZBRA,-2.6047245970875463e-05,-0.036990440447072,8.792736737943692e-20,0.0
ZBH,0.010812086773987987,-0.0015380913552430107,3.7122626325806465e-19,0.0
ZTS,-0.0387466232807626,-0.042074002655333266,0.0,0.0
